Timestamp;Date;Time;Temp;CO2;Noise;Brightness;Relative-humidity;Motion;Nr-People;Lights-on/off;External-noise;Internal-noise;Nr-Windows;Nr-Computers;Weekday;Vents-on/off;;;;
08.09.2017 10:57;08.09.2017;10.57;23.9976803809;463.0;39.7258821753;48.42;29.0562812843;1;4;1;0;2;1;5;0;1;;;;
08.09.2017 11:02;08.09.2017;11.02;24.0077524112;464.0;40.1312223234;48.06;28.824319374899996;1;4;1;0;2;1;5;0;1;;;;
08.09.2017 11:07;08.09.2017;11.07;24.0178244415;466.0;45.107591048500005;47.34;28.958613112;1;5;1;0;3;1;6;0;1;;;;
08.09.2017 11:12;08.09.2017;11.12;24.037968502;466.0;45.5880441493;48.06;28.6778171163;1;5;1;0;3;1;6;0;1;;;;
08.09.2017 11:17;08.09.2017;11.17;24.0480405323;468.0;40.1312223234;47.7;28.824319374899996;1;3;1;0;2;1;6;0;1;;;;
08.09.2017 11:22;08.09.2017;11.22;24.0480405323;469.0;40.1312223234;47.7;28.6289830302;1;3;1;0;2;1;6;0;1;;;;
08.09.2017 11:27;08.09.2017;11.27;24.0480405323;471.0;40.1312223234;46.98;28.586253204699997;1;3;1;0;2;1;6;0;1;;;;
08.09.2017 11:32;08.09.2017;11.32;24.0681845928;471.0;40.1312223234;47.34;28.3542912953;1;5;1;0;1;1;6;0;1;;;;
08.09.2017 11:37;08.09.2017;11.37;24.0681845928;470.0;40.521926729899995;46.98;28.1589549506;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 11:42;08.09.2017;11.42;24.0782566231;472.0;52.3321862253;46.26;28.2261018191;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 11:47;08.09.2017;11.47;24.0782566231;474.0;40.1312223234;46.26;28.281040166;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 11:52;08.09.2017;11.52;24.0681845928;475.0;40.1312223234;46.62;28.4458552069;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 11:57;08.09.2017;11.57;24.0681845928;476.0;44.85834218390001;45.54;28.0979123428;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 12:02;08.09.2017;12.02;24.0681845928;476.0;50.584352773599996;45.18;28.1345379075;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 12:07;08.09.2017;12.07;24.0480405323;476.0;40.1312223234;45;27.9514100842;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 12:12;08.09.2017;12.12;24.0480405323;476.0;40.1312223234;46.98;27.9758271273;1;6;1;0;2;1;8;0;1;;;;
08.09.2017 12:17;08.09.2017;12.17;24.0681845928;476.0;45.5880441493;45.36;28.1833719937;1;6;1;0;2;1;8;0;1;;;;
08.09.2017 12:22;08.09.2017;12.22;24.0480405323;476.0;65.2184753156;45.54;28.378708338400003;1;6;1;0;2;1;8;0;1;;;;
08.09.2017 12:27;08.09.2017;12.27;24.0681845928;476.0;40.1312223234;45.9;27.853741911900002;1;4;1;0;1;1;8;0;1;;;;
08.09.2017 12:32;08.09.2017;12.32;24.0480405323;477.0;39.7258821753;45.54;27.768282261;1;5;1;0;1;1;8;0;1;;;;
08.09.2017 12:37;08.09.2017;12.37;24.0480405323;477.0;40.1312223234;46.44;27.743865217899998;1;7;1;0;1;1;8;0;1;;;;
08.09.2017 12:42;08.09.2017;12.42;24.0480405323;477.0;43.509806142600006;45.54;27.8171163472;1;8;1;0;2;1;8;0;1;;;;
08.09.2017 12:47;08.09.2017;12.47;24.0883286534;477.0;50.015083946400004;46.26;27.548528873200002;1;8;1;0;2;1;8;0;1;;;;
08.09.2017 12:52;08.09.2017;12.52;24.108472714;477.0;54.6077561408;46.08;27.5973629593;1;7;1;0;3;1;8;0;1;;;;
08.09.2017 12:57;08.09.2017;12.57;24.1185447442;478.0;61.88641262350001;45.9;27.359296789200002;1;6;1;0;3;1;7;0;1;;;;
08.09.2017 13:02;08.09.2017;13.02;24.1286167745;479.0;45.5880441493;46.08;27.5729459162;1;7;1;0;3;1;7;0;1;;;;
08.09.2017 13:07;08.09.2017;13.07;24.148760835100003;482.0;49.4078232658;47.88;27.585154437800004;1;7;1;0;3;1;7;0;1;;;;
08.09.2017 13:12;08.09.2017;13.12;24.148760835100003;484.0;40.1312223234;50.4;27.585154437800004;1;7;1;0;3;1;7;0;1;;;;
08.09.2017 13:17;08.09.2017;13.17;24.148760835100003;484.0;57.5642055167;51.84;27.4874862654;1;8;1;0;3;1;7;0;1;;;;
08.09.2017 13:22;08.09.2017;13.22;24.158832865300003;486.0;67.3007010923;54.54;27.633988524;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 13:27;08.09.2017;13.27;24.158832865300003;487.0;56.111708957299996;47.88;27.536320351599997;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 13:32;08.09.2017;13.32;24.158832865300003;487.0;40.1312223234;50.58;27.5607373947;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 13:37;08.09.2017;13.37;24.158832865300003;487.0;40.1312223234;50.76;27.6706140886;1;7;1;0;2;1;8;0;1;;;;
08.09.2017 13:42;08.09.2017;13.42;24.1286167745;486.0;40.521926729899995;48.6;27.4508607008;1;5;1;0;2;1;8;0;1;;;;
08.09.2017 13:47;08.09.2017;13.47;24.1185447442;485.0;40.1312223234;48.78;27.2677328775;1;5;1;0;2;1;8;0;1;;;;
08.09.2017 13:52;08.09.2017;13.52;24.0782566231;483.0;54.6940939111;48.24;27.2433158345;1;6;1;0;2;1;8;0;1;;;;
08.09.2017 13:57;08.09.2017;13.57;24.0681845928;482.0;39.7258821753;47.16;27.1944817483;1;6;1;0;2;1;8;0;1;;;;
08.09.2017 14:02;08.09.2017;14.02;24.037968502;481.0;40.1312223234;47.34;27.2433158345;1;7;1;0;1;1;8;0;1;;;;
08.09.2017 14:07;08.09.2017;14.07;24.0480405323;481.0;60.5383037087;46.26;27.218898791399997;1;5;1;0;1;1;7;0;1;;;;
08.09.2017 14:12;08.09.2017;14.12;24.037968502;481.0;48.2383182696;46.62;27.218898791399997;1;5;1;0;1;1;7;0;1;;;;
08.09.2017 14:17;08.09.2017;14.17;24.0681845928;481.0;40.1312223234;47.88;27.347088267600004;1;3;1;0;1;1;7;0;1;;;;
08.09.2017 14:22;08.09.2017;14.22;24.0681845928;480.0;45.8197669392;46.98;27.365401049899997;1;6;1;0;1;1;7;0;1;;;;
08.09.2017 14:27;08.09.2017;14.27;24.0681845928;479.0;52.4447093887;46.98;27.4508607008;1;6;1;0;1;1;7;0;1;;;;
08.09.2017 14:32;08.09.2017;14.32;24.0782566231;479.0;39.7258821753;46.98;28.1345379075;1;5;1;0;1;1;7;0;1;;;;
08.09.2017 14:37;08.09.2017;14.37;24.108472714;479.0;40.1312223234;46.26;27.5729459162;1;6;1;0;2;1;7;0;1;;;;
08.09.2017 14:42;08.09.2017;14.42;24.1185447442;479.0;40.521926729899995;46.98;27.621780002399998;1;6;1;0;2;1;7;0;1;;;;
08.09.2017 14:47;08.09.2017;14.47;24.1185447442;479.0;49.8670084263;46.26;27.7804907826;1;6;1;0;2;1;7;0;1;;;;
08.09.2017 14:52;08.09.2017;14.52;24.108472714;479.0;40.1312223234;45.9;27.7072396533;1;6;1;0;2;1;7;0;1;;;;
08.09.2017 14:57;08.09.2017;14.57;24.0883286534;478.0;39.7258821753;46.08;27.695031131700002;1;6;1;0;2;1;7;0;1;;;;
08.09.2017 15:02;08.09.2017;15.02;24.108472714;478.0;45.5880441493;46.44;27.4508607008;1;6;1;0;2;1;7;0;1;;;;
08.09.2017 15:07;08.09.2017;15.07;24.108472714;477.0;40.1312223234;45.54;27.7988035649;1;6;1;0;2;1;7;0;1;;;;
08.09.2017 15:12;08.09.2017;15.12;24.0883286534;478.0;40.521926729899995;44.46;27.7988035649;1;6;1;0;2;1;7;0;1;;;;
08.09.2017 15:17;08.09.2017;15.17;24.0782566231;477.0;39.7258821753;49.86;27.902575998000003;1;4;1;0;2;1;6;0;1;;;;
08.09.2017 15:22;08.09.2017;15.22;24.0782566231;476.0;39.7258821753;49.5;27.475277743899998;1;4;1;0;2;1;6;0;1;;;;
08.09.2017 15:27;08.09.2017;15.27;24.0782566231;476.0;40.521926729899995;48.42;27.316566963699998;1;3;1;0;1;1;6;0;1;;;;
08.09.2017 15:32;08.09.2017;15.32;24.0681845928;475.0;39.7258821753;51.3;27.475277743899998;1;3;1;0;1;1;6;0;0;;;;
08.09.2017 15:37;08.09.2017;15.37;24.0782566231;474.0;40.8989275101;;27.7988035649;1;3;1;0;1;1;6;0;0;;;;
08.09.2017 15:42;08.09.2017;15.42;24.108472714;475.0;39.7258821753;51.12;28.0857038213;1;3;1;0;1;1;6;0;0;;;;
08.09.2017 15:47;08.09.2017;15.47;24.148760835100003;476.0;39.7258821753;52.02;28.3664998169;1;5;1;0;1;1;6;0;0;;;;
08.09.2017 15:52;08.09.2017;15.52;24.1890489562;481.0;59.482459263500004;52.02;28.7510682456;1;5;1;0;1;1;6;0;0;;;;
08.09.2017 15:57;08.09.2017;15.57;24.2293370773;493.0;40.1312223234;53.82;29.1295324136;1;5;1;0;1;1;6;0;0;;;;
08.09.2017 16:02;08.09.2017;16.02;24.2696251984;521.0;40.1312223234;54.9;29.337077279899997;1;7;1;0;4;1;8;0;0;;;;
08.09.2017 16:07;08.09.2017;16.07;24.309913319499998;550.0;62.90650840560001;57.06;29.617873275500003;1;7;1;0;4;1;8;0;0;;;;
08.09.2017 16:12;08.09.2017;16.12;24.3401294103;584.0;39.7258821753;57.42;30.002441704299997;1;7;1;0;4;1;8;0;0;;;;
08.09.2017 16:17;08.09.2017;16.17;24.3703455012;619.0;40.1312223234;58.5;30.3931143938;1;7;1;0;4;1;8;0;0;;;;
08.09.2017 16:22;08.09.2017;16.22;24.400561592;657.0;48.5877185691;58.86;30.6983274325;1;7;1;0;4;1;8;0;0;;;;
08.09.2017 16:27;08.09.2017;16.27;24.4106336223;703.0;39.7258821753;58.32;30.8570382127;1;7;1;0;4;1;8;0;0;;;;
08.09.2017 16:32;08.09.2017;16.32;24.4408497131;740.0;48.2383182696;57.78;31.0218532536;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 16:37;08.09.2017;16.37;24.4710658039;779.0;43.509806142600006;58.86;31.180564033699998;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 16:42;08.09.2017;16.42;24.481137834200002;811.0;39.7258821753;59.94;31.3759003785;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 16:47;08.09.2017;16.47;24.491209864499996;838.0;54.947877827700005;59.4;31.3026492492;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 16:52;08.09.2017;16.52;24.541570015900003;863.0;39.7258821753;60.3;31.4247344647;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 16:57;08.09.2017;16.57;24.561714076399998;890.0;40.1312223234;60.48;31.5651324625;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 17:02;08.09.2017;17.02;24.5919301673;916.0;44.07101352229999;60.48;31.729947503400002;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 17:07;08.09.2017;17.07;24.6020021975;944.0;40.1312223234;61.2;31.797094371900002;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 17:12;08.09.2017;17.12;24.6221462581;971.0;39.7258821753;63.36;31.894762544299997;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 17:17;08.09.2017;17.17;24.6322182884;991.0;39.7258821753;64.44;31.9802221951;1;6;1;0;3;1;6;0;0;;;;
08.09.2017 17:22;08.09.2017;17.22;24.6322182884;1010.0;40.1312223234;65.52;32.145037236;1;6;1;1;2;2;6;0;0;;;;
08.09.2017 17:27;08.09.2017;17.27;24.6523623489;1024.0;46.695310471000006;67.5;32.1694542791;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 17:32;08.09.2017;17.32;24.6322182884;1025.0;39.7258821753;66.06;31.9374923697;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 17:37;08.09.2017;17.37;24.6523623489;1020.0;40.1312223234;65.52;31.894762544299997;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 17:42;08.09.2017;17.42;24.6523623489;1011.0;39.7258821753;64.08;31.821511415;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 17:47;08.09.2017;17.47;24.6523623489;1001.0;51.119779995200005;61.56;31.7726773288;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 17:52;08.09.2017;17.52;24.6624343792;987.0;52.9864499063;58.86;31.7055304603;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 17:57;08.09.2017;17.57;24.6624343792;972.0;39.7258821753;59.04;31.7055304603;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 18:02;08.09.2017;18.02;24.6624343792;934.0;39.7258821753;58.5;31.656696374099997;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 18:07;08.09.2017;18.07;24.6523623489;908.0;54.6940939111;55.98;31.748260285700002;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 18:12;08.09.2017;18.12;24.6523623489;885.0;57.5642055167;54.72;31.729947503400002;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 18:17;08.09.2017;18.17;24.6624343792;868.0;40.1312223234;52.38;31.6261750702;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 18:22;08.09.2017;18.22;24.6523623489;845.0;44.6027035376;50.58;31.528506897800003;1;4;1;1;2;2;6;0;0;;;;
08.09.2017 18:27;08.09.2017;18.27;24.6624343792;827.0;40.1312223234;52.02;31.528506897800003;1;2;1;1;2;2;4;0;0;;;;
08.09.2017 18:32;08.09.2017;18.32;24.6523623489;808.0;46.695310471000006;50.94;31.522402637;1;2;1;1;2;2;4;0;0;;;;
08.09.2017 18:37;08.09.2017;18.37;24.6322182884;790.0;40.1312223234;50.22;31.449151507800003;1;2;1;1;2;2;4;0;0;;;;
08.09.2017 18:42;08.09.2017;18.42;24.6322182884;770.0;40.1312223234;49.86;31.400317421599997;1;2;1;1;2;2;4;0;0;;;;
08.09.2017 18:47;08.09.2017;18.47;24.6322182884;750.0;39.7258821753;48.6;31.3026492492;1;4;1;1;2;2;4;0;0;;;;
08.09.2017 18:52;08.09.2017;18.52;24.6322182884;732.0;40.1312223234;48.6;31.3453790746;1;4;1;1;2;2;4;0;0;;;;
08.09.2017 18:57;08.09.2017;18.57;24.6523623489;719.0;55.511519163900005;48.06;31.5529239409;1;4;1;1;2;2;4;0;0;;;;
08.09.2017 19:02;08.09.2017;19.02;24.6322182884;710.0;39.7258821753;47.34;31.797094371900002;1;4;1;1;2;2;4;0;0;;;;
08.09.2017 19:07;08.09.2017;19.07;24.6322182884;709.0;47.1050738333;47.16;31.955805151999996;1;3;1;1;2;2;4;0;0;;;;
08.09.2017 19:12;08.09.2017;19.12;24.6322182884;703.0;39.7258821753;46.62;31.8703455012;1;3;1;1;2;2;4;0;0;;;;
08.09.2017 19:17;08.09.2017;19.17;24.6322182884;697.0;39.7258821753;46.44;31.729947503400002;1;1;1;1;2;2;2;0;0;;;;
08.09.2017 19:22;08.09.2017;19.22;24.6322182884;683.0;39.7258821753;46.26;31.5529239409;1;1;1;1;2;2;2;0;0;;;;
08.09.2017 19:27;08.09.2017;19.27;24.6322182884;665.0;39.7258821753;46.26;31.400317421599997;0;1;1;1;2;2;2;0;0;;;;
08.09.2017 19:32;08.09.2017;19.32;24.6020021975;648.0;39.7258821753;45.9;31.2782322061;1;1;1;1;2;2;2;0;0;;;;
08.09.2017 19:37;08.09.2017;19.37;24.6020021975;632.0;54.947877827700005;45.54;31.1683555121;1;2;1;0;1;2;2;0;0;;;;
08.09.2017 19:42;08.09.2017;19.42;24.6020021975;616.0;50.4453585846;45.36;31.0462702967;1;2;1;0;1;2;2;0;0;;;;
08.09.2017 19:47;08.09.2017;19.47;24.6020021975;603.0;40.521926729899995;43.02;30.9486021243;1;2;1;0;1;2;2;0;0;;;;
08.09.2017 19:52;08.09.2017;19.52;24.6020021975;598.0;39.7258821753;46.26;30.997436210500002;1;0;1;0;0;1;0;0;0;;;;
08.09.2017 19:57;08.09.2017;19.57;24.581858136999998;596.0;39.7258821753;0.36;30.9119765596;1;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:02;08.09.2017;20.02;24.5516420461;590.0;40.1312223234;0.36;30.8692467342;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:07;08.09.2017;20.07;24.521425955300003;578.0;39.7258821753;;30.777682822600003;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:12;08.09.2017;20.12;24.481137834200002;567.0;39.7258821753;;30.7044316933;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:17;08.09.2017;20.17;24.450921743400002;558.0;39.7258821753;;30.6250763033;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:22;08.09.2017;20.22;24.4207056525;546.0;39.7258821753;;30.6006592602;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:27;08.09.2017;20.27;24.4106336223;537.0;39.7258821753;;30.551825174;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:32;08.09.2017;20.32;24.3703455012;531.0;40.1312223234;;30.44194848;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:37;08.09.2017;20.37;24.3401294103;523.0;39.7258821753;;30.3564888292;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:42;08.09.2017;20.42;24.3300573801;515.0;39.7258821753;;30.319863264600002;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:47;08.09.2017;20.47;24.2998412892;507.0;40.1312223234;;30.222195092199996;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:52;08.09.2017;20.52;24.289769258899998;498.0;39.7258821753;;30.0879013551;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 20:57;08.09.2017;20.57;24.2595531681;491.0;39.7258821753;;29.9658161397;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:02;08.09.2017;21.02;24.249481137800004;484.0;39.7258821753;;29.8803564888;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:07;08.09.2017;21.07;24.219265046999997;481.0;39.7258821753;;29.8803564888;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:12;08.09.2017;21.12;24.219265046999997;479.0;40.1312223234;;29.8620437065;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:17;08.09.2017;21.17;24.1890489562;476.0;40.1312223234;;29.685020144099997;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:22;08.09.2017;21.22;24.178976925900002;471.0;39.7258821753;;29.7094371872;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:27;08.09.2017;21.27;24.158832865300003;467.0;39.7258821753;;29.7094371872;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:32;08.09.2017;21.32;24.158832865300003;467.0;39.7258821753;;29.7338542303;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:37;08.09.2017;21.37;24.1286167745;468.0;39.7258821753;;29.617873275500003;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:42;08.09.2017;21.42;24.1286167745;465.0;40.1312223234;;29.6422903186;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:47;08.09.2017;21.47;24.1185447442;463.0;39.7258821753;;29.660603101;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:52;08.09.2017;21.52;24.108472714;461.0;40.1312223234;;29.660603101;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 21:57;08.09.2017;21.57;24.108472714;461.0;39.7258821753;;29.6422903186;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:02;08.09.2017;22.02;24.0883286534;462.0;39.7258821753;;29.6422903186;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:07;08.09.2017;22.07;24.0883286534;463.0;40.1312223234;;29.5690391894;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:17;08.09.2017;22.17;24.0782566231;463.0;39.7258821753;;29.5934562325;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:22;08.09.2017;22.22;24.0782566231;462.0;39.7258821753;;29.5446221463;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:27;08.09.2017;22.27;24.0782566231;463.0;39.7258821753;;29.520205103200002;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:32;08.09.2017;22.32;24.0681845928;463.0;40.1312223234;;29.507996581599997;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:37;08.09.2017;22.37;24.0480405323;463.0;39.7258821753;;29.507996581599997;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:42;08.09.2017;22.42;24.0480405323;463.0;39.7258821753;;29.4347454523;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:47;08.09.2017;22.47;24.0480405323;463.0;39.7258821753;;29.477475277699998;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:52;08.09.2017;22.52;24.037968502;464.0;40.1312223234;;29.4530582346;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 22:57;08.09.2017;22.57;24.0178244415;464.0;39.7258821753;;29.4530582346;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:02;08.09.2017;23.02;24.0178244415;464.0;39.7258821753;;29.4530582346;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:07;08.09.2017;23.07;24.0178244415;464.0;40.1312223234;;29.507996581599997;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:12;08.09.2017;23.12;24.0178244415;464.0;40.1312223234;;29.507996581599997;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:17;08.09.2017;23.17;24.0178244415;464.0;39.7258821753;;29.556830667800003;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:22;08.09.2017;23.22;24.0178244415;464.0;39.7258821753;;29.5812477109;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:27;08.09.2017;23.27;24.0077524112;465.0;39.7258821753;;29.617873275500003;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:32;08.09.2017;23.32;24.0077524112;466.0;39.7258821753;;29.660603101;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:37;08.09.2017;23.37;23.9976803809;466.0;40.1312223234;;29.660603101;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:42;08.09.2017;23.42;23.9976803809;467.0;39.7258821753;;29.7094371872;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:47;08.09.2017;23.47;23.9976803809;468.0;40.1312223234;;29.7887925772;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:52;08.09.2017;23.52;23.9976803809;470.0;39.7258821753;;29.8132096203;0;0;0;0;0;1;0;0;0;;;;
08.09.2017 23:57;08.09.2017;23.57;23.9775363204;472.0;39.7258821753;;29.8620437065;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:02;09.09.2017;00.02;23.9775363204;474.0;39.7258821753;;29.904773531900002;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:07;09.09.2017;00.07;23.9976803809;476.0;39.7258821753;;29.941399096599998;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:12;09.09.2017;00.12;23.9775363204;477.0;39.7258821753;;29.9902331828;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:17;09.09.2017;00.17;23.9674642901;479.0;39.7258821753;;30.0451715297;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:22;09.09.2017;00.22;23.9674642901;481.0;40.1312223234;;30.0879013551;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:27;09.09.2017;00.27;23.9775363204;485.0;39.7258821753;;30.112318398200003;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:32;09.09.2017;00.32;23.9775363204;489.0;39.7258821753;;30.1855695275;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:37;09.09.2017;00.37;23.9674642901;491.0;39.7258821753;;30.1855695275;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:42;09.09.2017;00.42;23.947320229499997;493.0;39.7258821753;;30.2344036137;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:47;09.09.2017;00.47;23.9674642901;495.0;39.7258821753;;30.2832376999;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:52;09.09.2017;00.52;23.947320229499997;496.0;39.7258821753;;30.2954462215;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 00:57;09.09.2017;00.57;23.947320229499997;499.0;39.7258821753;;30.3442803077;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:02;09.09.2017;01.02;23.9674642901;501.0;39.7258821753;;30.368697350799998;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:07;09.09.2017;01.07;23.947320229499997;502.0;39.7258821753;;30.3931143938;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:12;09.09.2017;01.12;23.9372481992;502.0;39.7258821753;;30.44194848;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:17;09.09.2017;01.17;23.947320229499997;503.0;39.7258821753;;30.44194848;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:22;09.09.2017;01.22;23.947320229499997;503.0;39.7258821753;;30.4846783055;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:27;09.09.2017;01.27;23.947320229499997;503.0;39.7258821753;;30.5335123916;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:32;09.09.2017;01.32;23.947320229499997;503.0;39.7258821753;;30.5640336955;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:37;09.09.2017;01.37;23.9372481992;504.0;39.7258821753;;30.6128677817;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:42;09.09.2017;01.42;23.9372481992;0.0;54.343275613500005;;30.6128677817;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:47;09.09.2017;01.47;23.9372481992;504.0;39.7258821753;;30.637284824800002;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:52;09.09.2017;01.52;23.927176169000003;504.0;40.1312223234;;30.673910389499998;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 01:58;09.09.2017;01.58;23.9372481992;504.0;39.7258821753;;30.6983274325;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:03;09.09.2017;02.03;23.927176169000003;504.0;39.7258821753;;30.7044316933;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:08;09.09.2017;02.08;23.9372481992;504.0;39.7258821753;;30.741057258;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:13;09.09.2017;02.13;23.927176169000003;503.0;39.7258821753;;30.753265779499998;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:18;09.09.2017;02.18;23.9372481992;503.0;40.1312223234;;30.7898913442;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:23;09.09.2017;02.23;23.927176169000003;503.0;39.7258821753;;30.8326211696;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:28;09.09.2017;02.28;23.927176169000003;503.0;39.7258821753;;30.8326211696;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:33;09.09.2017;02.33;23.907032108400003;503.0;40.1312223234;;30.8570382127;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:38;09.09.2017;02.38;23.8969600781;502.0;39.7258821753;;30.8936637773;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:43;09.09.2017;02.43;23.907032108400003;502.0;39.7258821753;;30.9058722989;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:48;09.09.2017;02.48;23.907032108400003;502.0;39.7258821753;;30.924185081199997;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:53;09.09.2017;02.53;23.907032108400003;502.0;40.1312223234;;30.924185081199997;0;0;0;0;0;1;0;0;0;;;;
09.09.2017 02:58;09.09.2017;02.58;23.907032108400003;501.0;39.7258821753;;30.973019167399997;0;0;0;0;0;1;0;0;0;;;;
